,Unnamed: 0,Rank,Country,Score,GDP,Social support,Healthy life expectancy,Freedom,Generosity,Corruption,Region,Year,High,Low,Family,Dystopia.Residual,Standard Error
222,66,67,Moldova,5.64,0.657,1.301,0.62,0.232,0.171,0.0,Central and Eastern Europe,2018,,,,,
223,67,68,Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.199,0.037000000000000005,Central and Eastern Europe,2018,,,,,
224,68,69,Hungary,5.62,1.171,1.401,0.732,0.259,0.061,0.022,Central and Eastern Europe,2018,,,,,
225,69,70,Libya,5.566,0.985,1.35,0.5529999999999999,0.496,0.116,0.14800000000000002,Middle East and Northern Africa,2018,,,,,
226,70,71,Philippines,5.524,0.775,1.3119999999999998,0.513,0.643,0.12,0.105,Southeastern Asia,2018,,,,,
227,71,72,Honduras,5.504,0.62,1.205,0.622,0.459,0.197,0.07400000000000001,Latin America and Caribbean,2018,,,,,
228,72,73,Belarus,5.483,1.039,1.4980000000000002,0.7,0.307,0.101,0.154,Central and Eastern Europe,2018,,,,,
229,73,74,Turkey,5.483,1.148,1.38,0.6859999999999999,0.324,0.106,0.109,Middle East and Northern Africa,2018,,,,,
230,74,75,Pakistan,5.472,0.652,0.81,0.424,0.334,0.21600000000000005,0.113,Southern Asia,2018,,,,,
231,75,76,Hong Kong,5.43,1.405,1.29,1.03,0.524,0.246,0.29100000000000004,Eastern Asia,2018,,,,,
232,76,77,Portugal,5.41,1.188,1.429,0.884,0.562,0.055,0.017,Western Europe,2018,,,,,
233,77,78,Serbia,5.398,0.975,1.369,0.685,0.28800000000000003,0.134,0.043,Central and Eastern Europe,2018,,,,,
234,78,79,Greece,5.358,1.154,1.202,0.879,0.131,0.0,0.044,Western Europe,2018,,,,,
235,79,80,Lebanon,5.358,0.965,1.179,0.785,0.503,0.214,0.136,Middle East and Northern Africa,2018,,,,,
236,80,81,Montenegro,5.347,1.017,1.279,0.7290000000000001,0.259,0.111,0.081,Central and Eastern Europe,2018,,,,,
237,81,82,Croatia,5.3210000000000015,1.115,1.161,0.737,0.38,0.12,0.039,Central and Eastern Europe,2018,,,,,
238,82,83,Dominican Republic,5.3020000000000005,0.982,1.4409999999999998,0.614,0.578,0.12,0.106,Latin America and Caribbean,2018,,,,,
239,83,84,Algeria,5.295,0.979,1.154,0.687,0.077,0.055,0.135,Middle East and Northern Africa,2018,,,,,
240,84,85,Morocco,5.254,0.779,0.797,0.669,0.46,0.026,0.07400000000000001,Middle East and Northern Africa,2018,,,,,
241,85,86,China,5.246,0.989,1.142,0.799,0.597,0.029,0.103,Eastern Asia,2018,,,,,
242,86,87,Azerbaijan,5.2010000000000005,1.024,1.161,0.603,0.43,0.031,0.17600000000000002,Central and Eastern Europe,2018,,,,,
243,87,88,Tajikistan,5.199,0.474,1.166,0.598,0.292,0.187,0.034,Central and Eastern Europe,2018,,,,,
244,88,89,Macedonia,5.185,0.959,1.239,0.691,0.394,0.173,0.052000000000000005,Central and Eastern Europe,2018,,,,,
245,89,90,Jordan,5.1610000000000005,0.8220000000000001,1.265,0.645,0.468,0.13,0.134,Middle East and Northern Africa,2018,,,,,
246,90,91,Nigeria,5.155,0.6890000000000001,1.172,0.048,0.462,0.201,0.032,Sub-Saharan Africa,2018,,,,,
247,91,92,Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.281,0.035,Central and Eastern Europe,2018,,,,,
248,92,93,Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0.21600000000000005,0.0,Central and Eastern Europe,2018,,,,,
249,93,94,Mongolia,5.125,0.914,1.517,0.575,0.395,0.253,0.032,Eastern Asia,2018,,,,,
250,94,95,Vietnam,5.103,0.715,1.365,0.7020000000000001,0.618,0.177,0.079,Southeastern Asia,2018,,,,,
251,95,96,Indonesia,5.093,0.899,1.215,0.522,0.5379999999999999,0.484,0.018000000000000002,Southeastern Asia,2018,,,,,
252,96,97,Bhutan,5.082,0.7959999999999999,1.335,0.527,0.541,0.364,0.171,Southern Asia,2018,,,,,
253,97,98,Somalia,4.982,0.0,0.7120000000000001,0.115,0.674,0.238,0.282,,2018,,,,,
254,98,99,Cameroon,4.975,0.535,0.8909999999999999,0.182,0.454,0.183,0.043,Sub-Saharan Africa,2018,,,,,
255,99,100,Bulgaria,4.933,1.054,1.515,0.7120000000000001,0.359,0.064,0.009000000000000001,Central and Eastern Europe,2018,,,,,
256,100,101,Nepal,4.88,0.425,1.228,0.539,0.526,0.302,0.078,Southern Asia,2018,,,,,
257,101,102,Venezuela,4.806,0.996,1.469,0.657,0.133,0.056,0.052000000000000005,Latin America and Caribbean,2018,,,,,
258,102,103,Gabon,4.758,1.036,1.164,0.404,0.35600000000000004,0.032,0.052000000000000005,Sub-Saharan Africa,2018,,,,,
259,103,104,Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.086,0.076,Middle East and Northern Africa,2018,,,,,
260,104,105,South Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056,Sub-Saharan Africa,2018,,,,,
261,105,106,Iran,4.707,1.0590000000000002,0.7709999999999999,0.691,0.459,0.282,0.129,Middle East and Northern Africa,2018,,,,,
262,106,107,Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.146,0.103,Sub-Saharan Africa,2018,,,,,
263,107,108,Ghana,4.657,0.5920000000000001,0.8959999999999999,0.337,0.499,0.212,0.029,Sub-Saharan Africa,2018,,,,,
264,108,109,Senegal,4.631,0.429,1.117,0.433,0.406,0.138,0.08199999999999999,Sub-Saharan Africa,2018,,,,,
265,109,110,Laos,4.623,0.72,1.034,0.441,0.626,0.23,0.174,Southeastern Asia,2018,,,,,
266,110,111,Tunisia,4.592,0.9,0.906,0.69,0.271,0.04,0.063,Middle East and Northern Africa,2018,,,,,
267,111,112,Albania,4.586,0.916,0.8170000000000001,0.79,0.419,0.149,0.032,Central and Eastern Europe,2018,,,,,
268,112,113,Sierra Leone,4.5710000000000015,0.256,0.813,0.0,0.355,0.238,0.053,Sub-Saharan Africa,2018,,,,,
269,113,114,Congo (Brazzaville),4.559,0.682,0.8109999999999999,0.343,0.514,0.091,0.077,Sub-Saharan Africa,2018,,,,,
270,114,115,Bangladesh,4.5,0.532,0.85,0.579,0.58,0.153,0.14400000000000002,Southern Asia,2018,,,,,
271,115,116,Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.307,0.05,Southern Asia,2018,,,,,
272,116,117,Iraq,4.456,1.01,0.971,0.536,0.304,0.14800000000000002,0.095,Middle East and Northern Africa,2018,,,,,
273,117,118,Mali,4.447,0.37,1.233,0.152,0.3670000000000001,0.139,0.056,Sub-Saharan Africa,2018,,,,,
274,118,119,Namibia,4.441,0.8740000000000001,1.281,0.365,0.519,0.051,0.064,,2018,,,,,
275,119,120,Cambodia,4.433,0.5489999999999999,1.088,0.457,0.696,0.256,0.065,Southeastern Asia,2018,,,,,
276,120,121,Burkina Faso,4.424,0.314,1.097,0.254,0.312,0.175,0.128,Sub-Saharan Africa,2018,,,,,
277,121,122,Egypt,4.419,0.885,1.025,0.5529999999999999,0.312,0.092,0.107,Middle East and Northern Africa,2018,,,,,
278,122,123,Mozambique,4.417,0.198,0.902,0.173,0.531,0.206,0.158,Sub-Saharan Africa,2018,,,,,
279,123,124,Kenya,4.41,0.493,1.048,0.454,0.504,0.35200000000000004,0.055,Sub-Saharan Africa,2018,,,,,
280,124,125,Zambia,4.377,0.562,1.047,0.295,0.503,0.221,0.08199999999999999,Sub-Saharan Africa,2018,,,,,
281,125,126,Mauritania,4.356,0.557,1.245,0.292,0.129,0.134,0.093,Sub-Saharan Africa,2018,,,,,
282,126,127,Ethiopia,4.35,0.308,0.95,0.391,0.452,0.22,0.146,Sub-Saharan Africa,2018,,,,,
283,127,128,Georgia,4.34,0.853,0.5920000000000001,0.643,0.375,0.038,0.215,Central and Eastern Europe,2018,,,,,
284,128,129,Armenia,4.3210000000000015,0.816,0.99,0.6659999999999999,0.26,0.077,0.028,Central and Eastern Europe,2018,,,,,
285,129,130,Myanmar,4.308,0.682,1.1740000000000002,0.429,0.58,0.598,0.17800000000000002,Southeastern Asia,2018,,,,,
286,130,131,Chad,4.301,0.358,0.907,0.053,0.189,0.181,0.06,Sub-Saharan Africa,2018,,,,,
287,131,132,Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.197,0.052000000000000005,Sub-Saharan Africa,2018,,,,,
288,132,133,India,4.19,0.721,0.747,0.485,0.539,0.172,0.093,Southern Asia,2018,,,,,
289,133,134,Niger,4.166,0.131,0.867,0.221,0.39,0.175,0.099,Sub-Saharan Africa,2018,,,,,
290,134,135,Uganda,4.1610000000000005,0.322,1.09,0.237,0.45,0.259,0.061,Sub-Saharan Africa,2018,,,,,
291,135,136,Benin,4.141,0.378,0.3720000000000001,0.24,0.44,0.163,0.067,Sub-Saharan Africa,2018,,,,,
292,136,137,Sudan,4.1389999999999985,0.605,1.24,0.312,0.016,0.134,0.08199999999999999,Sub-Saharan Africa,2018,,,,,
293,137,138,Ukraine,4.103,0.7929999999999999,1.413,0.609,0.163,0.187,0.011,Central and Eastern Europe,2018,,,,,
294,138,139,Togo,3.999,0.259,0.474,0.253,0.434,0.158,0.101,Sub-Saharan Africa,2018,,,,,
295,139,140,Guinea,3.964,0.344,0.792,0.211,0.394,0.185,0.094,Sub-Saharan Africa,2018,,,,,
296,140,141,Lesotho,3.808,0.472,1.215,0.079,0.423,0.116,0.112,Sub-Saharan Africa,2018,,,,,
297,141,142,Angola,3.795,0.73,1.125,0.269,0.0,0.079,0.061,Sub-Saharan Africa,2018,,,,,
298,142,143,Madagascar,3.774,0.262,0.908,0.402,0.221,0.155,0.049,Sub-Saharan Africa,2018,,,,,
299,143,144,Zimbabwe,3.692,0.35700000000000004,1.094,0.248,0.406,0.132,0.099,Sub-Saharan Africa,2018,,,,,
300,144,145,Afghanistan,3.632,0.332,0.537,0.255,0.085,0.191,0.036000000000000004,Southern Asia,2018,,,,,
301,145,146,Botswana,3.59,1.017,1.1740000000000002,0.417,0.557,0.042,0.092,Sub-Saharan Africa,2018,,,,,
302,146,147,Malawi,3.587,0.18600000000000005,0.541,0.306,0.531,0.21,0.08,Sub-Saharan Africa,2018,,,,,
303,147,148,Haiti,3.582,0.315,0.7140000000000001,0.289,0.025,0.392,0.104,Latin America and Caribbean,2018,,,,,
304,148,149,Liberia,3.495,0.076,0.858,0.267,0.419,0.206,0.03,Sub-Saharan Africa,2018,,,,,
305,149,150,Syria,3.462,0.6890000000000001,0.382,0.539,0.08800000000000001,0.376,0.14400000000000002,Middle East and Northern Africa,2018,,,,,
306,150,151,Rwanda,3.408,0.332,0.8959999999999999,0.4,0.636,0.2,0.444,Sub-Saharan Africa,2018,,,,,
307,151,152,Yemen,3.355,0.442,1.073,0.343,0.244,0.083,0.064,Middle East and Northern Africa,2018,,,,,
308,152,153,Tanzania,3.303,0.455,0.991,0.381,0.481,0.27,0.097,Sub-Saharan Africa,2018,,,,,
309,153,154,South Sudan,3.254,0.337,0.608,0.177,0.112,0.224,0.106,,2018,,,,,
310,154,155,Central African Republic,3.083,0.024,0.0,0.01,0.305,0.218,0.038,Sub-Saharan Africa,2018,,,,,
311,155,156,Burundi,2.905,0.091,0.627,0.145,0.065,0.149,0.076,Sub-Saharan Africa,2018,,,,,
312,0,1,Norway,7.537000179290769,1.61646318435669,,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,Western Europe,2017,7.59444482058287,7.47955553799868,1.53352355957031,2.27702665328979,0.029308490455147468
313,1,2,Denmark,7.52199983596802,1.48238301277161,,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816864,Western Europe,2017,7.58172806486487,7.46227160707116,1.55112159252167,2.31370735168457,0.03047358617186753
314,2,3,Iceland,7.50400018692017,1.480633020401,,0.8335521221160892,0.6271626353263849,0.475540220737457,0.15352655947208402,Western Europe,2017,7.62203047305346,7.38596990078688,1.6105740070343,2.32271528244019,0.060219533741474277
315,3,4,Switzerland,7.49399995803833,1.5649795532226598,,0.858131289482117,0.620070576667786,0.29054927825927696,0.3670072853565221,Western Europe,2017,7.56177242040634,7.42622749567032,1.51691174507141,2.2767162322998,0.034577786922454216
316,4,5,Finland,7.468999862670901,1.44357192516327,,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,Western Europe,2017,7.52754207581282,7.41045764952898,1.5402467250824,2.4301815032959,0.029868476092816888
317,5,6,Netherlands,7.3769998550415,1.50394463539124,,0.8106961250305179,0.5853844881057739,0.470489829778671,0.282661825418472,Western Europe,2017,7.42742584124207,7.32657386884093,1.42893922328949,2.29480409622192,0.025727543979883014
318,6,7,Canada,7.31599998474121,1.47920441627502,,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,North America,2017,7.3844028353691105,7.24759713411331,1.48134899139404,2.18726444244385,0.03489941358566348
319,7,8,New Zealand,7.31400012969971,1.40570604801178,,0.816759705543518,0.6140621304512021,0.500005125999451,0.38281670212745705,Australia and New Zealand,2017,7.3795104418695,7.24848981752992,1.54819512367249,2.0464563369751,0.033423628658055766
320,8,9,Sweden,7.28399991989136,1.49438726902008,,0.830875158309937,0.612924098968506,0.38539925217628496,0.384398728609085,Western Europe,2017,7.34409487739205,7.22390496239066,1.47816216945648,2.09753799438477,0.03066069260239815
321,9,10,Australia,7.28399991989136,1.4844149351120002,,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,Australia and New Zealand,2017,7.35665122494102,7.211348614841699,1.5100419521331798,2.06521081924438,0.03706699237227585
322,10,11,Israel,7.212999820709231,1.3753824234008798,,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,Middle East and Northern Africa,2017,7.279853256493808,7.14614638492465,1.37628996372223,2.80175733566284,0.03410889580845965
323,11,12,Costa Rica,7.0789999961853,1.10970628261566,,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,Latin America and Caribbean,2017,7.16811166629195,6.989888326078651,1.4164036512374898,2.89863920211792,0.04546513780951491
324,12,13,Austria,7.00600004196167,1.48709726333618,,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,Western Europe,2017,7.07066981211305,6.94133027181029,1.4599449634552,2.1385064125061004,0.03299478068947975
325,13,14,United States,6.993000030517581,1.54625928401947,,0.7742866277694699,0.505740523338318,0.392578780651093,0.135638788342476,North America,2017,7.07465674757957,6.91134331345558,1.4199205636978105,2.2181134223938,0.04166159033775542
326,14,15,Ireland,6.977000236511231,1.5357066392898602,,0.8097826242446899,0.5731103420257571,0.42785832285881,0.2983881533145901,Western Europe,2017,7.043351667523379,6.91064880549908,1.55823111534119,1.77386903762817,0.033852770924566566
327,15,16,Germany,6.9510002136230495,1.48792338371277,,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,Western Europe,2017,7.00538156926632,6.89661885797977,1.47252035140991,2.01576995849609,0.027745589613918115
328,16,17,Belgium,6.89099979400635,1.46378076076508,,0.8180918693542479,0.5397707223892211,0.23150333762168895,0.251343131065369,Western Europe,2017,6.95582075044513,6.8261788375675705,1.4623126983642598,2.12421035766602,0.033071916550397866
329,17,18,Luxembourg,6.86299991607666,1.74194359779358,,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,Western Europe,2017,6.923686099871991,6.80231373228133,1.45758366584778,1.61951208114624,0.030962338671087008
330,18,19,United Kingdom,6.71400022506714,1.44163393974304,,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,Western Europe,2017,6.78379176110029,6.64420868903399,1.4964600801467902,1.70414352416992,0.03560792654752541
331,19,20,Chile,6.65199995040894,1.25278460979462,,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,Latin America and Caribbean,2017,6.739250560104848,6.56474934071302,1.28402495384216,2.50958585739136,0.04451561719179616
332,20,21,United Arab Emirates,6.6479997634887695,1.6263433694839498,,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,Middle East and Northern Africa,2017,6.72204730376601,6.57395222321153,1.26641023159027,1.734703540802,0.03777935728430568
333,21,22,Brazil,6.63500022888184,1.10735321044922,,0.6165523529052729,0.437453746795654,0.16234989464282998,0.111092761158943,Latin America and Caribbean,2017,6.725469501614572,6.5445309561491,1.43130600452423,2.7692670822143595,0.04615779221058122
334,22,23,Czech Republic,6.60900020599365,1.35268235206604,,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,Central and Eastern Europe,2017,6.6838624626398095,6.5341379493475,1.43388521671295,2.45186185836792,0.03819502890109699
335,23,24,Argentina,6.59899997711182,1.18529546260834,,0.695137083530426,0.4945192039012911,0.109457060694695,0.059739887714385986,Latin America and Caribbean,2017,6.690085086077452,6.50791486814618,1.44045114517212,2.61400532722473,0.04647199437022434
336,24,25,Mexico,6.57800006866455,1.15318381786346,,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,Latin America and Caribbean,2017,6.67114890769124,6.48485122963786,1.210862159729,2.8371548652648904,0.04752491787076028
337,25,26,Singapore,6.57200002670288,1.69227766990662,,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503418,Southeastern Asia,2017,6.636723069101571,6.507276984304191,1.35381436347961,1.21636199951172,0.03302196040749432
338,26,27,Malta,6.52699995040894,1.34327983856201,,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,Western Europe,2017,6.598396772891282,6.455603127926589,1.48841166496277,1.55686283111572,0.03642695024609729
339,27,28,Uruguay,6.4539999961853,1.21755969524384,,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,Latin America and Caribbean,2017,6.54590621769428,6.36209377467632,1.41222786903381,2.17240953445435,0.046890929341316265
340,28,29,Guatemala,6.4539999961853,0.872001945972443,,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,Latin America and Caribbean,2017,6.56687397271395,6.34112601965666,1.25558519363403,2.89389109611511,0.05758876353502027
341,29,30,Panama,6.4520001411438,1.23374843597412,,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,Latin America and Caribbean,2017,6.55713071614504,6.346869566142559,1.3731925487518302,2.30719995498657,0.05363804847002058
342,30,31,France,6.44199991226196,1.43092346191406,,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,Western Europe,2017,6.515767802447081,6.36823202207685,1.38777685165405,2.00595474243164,0.03763667866587278
343,31,32,Thailand,6.423999786376951,1.12786877155304,,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,Southeastern Asia,2017,6.50911685571074,6.33888271704316,1.4257924556732198,2.03950834274292,0.043427076190709485
344,32,33,Taiwan Province of China,6.42199993133545,1.4336265325546298,,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,,2017,6.49459602192044,6.349403840750459,1.38456535339355,2.1266074180603,0.0370388217270362
345,33,34,Spain,6.40299987792969,1.38439786434174,,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,Western Europe,2017,6.471054845303298,6.33494491055608,1.53209090232849,1.92775774002075,0.03472192212939272
346,34,35,Qatar,6.375,1.87076568603516,,0.7100980877876278,0.604130983352661,0.33047387003898604,0.4392992556095121,Middle East and Northern Africa,2017,6.56847681432962,6.18152318567038,1.27429687976837,1.1454644203186002,0.0987126603722552
347,35,36,Colombia,6.35699987411499,1.07062232494354,,0.595027923583984,0.477487415075302,0.14901447296142598,0.0466687418520451,Latin America and Caribbean,2017,6.45202005416155,6.26197969406843,1.4021829366683998,2.6160681247711204,0.04847968369722482
348,36,37,Saudi Arabia,6.343999862670901,1.53062355518341,,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,Middle East and Northern Africa,2017,6.444166612029082,6.24383311331272,1.28667759895325,2.0654296875,0.05110548436641912
349,37,38,Trinidad and Tobago,6.1680002212524405,1.36135590076447,,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,Latin America and Caribbean,2017,6.38153389066458,5.95446655184031,1.3802285194397,2.0532474517822297,0.1089457497000664
350,38,39,Kuwait,6.10500001907349,1.63295245170593,,0.6321057081222529,0.496337592601776,0.228289797902107,0.21515955030918105,Middle East and Northern Africa,2017,6.1919569888711,6.01804304927588,1.25969874858856,1.64042520523071,0.044365800917147966
351,39,40,Slovakia,6.09800004959106,1.32539355754852,,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,Central and Eastern Europe,2017,6.1773484121263005,6.01865168705583,1.5050592422485398,2.09777665138245,0.04048385843634174
352,40,41,Bahrain,6.08699989318848,1.48841226100922,,0.653133034706116,0.536746919155121,0.17266848683357194,0.257042169570923,Middle East and Northern Africa,2017,6.17898906782269,5.9950107185542585,1.3231104612350502,1.65614938735962,0.04693325236439834
353,41,42,Malaysia,6.08400011062622,1.29121541976929,,0.618784427642822,0.4022649824619289,0.416608929634094,0.0656007081270218,Southeastern Asia,2017,6.179979636520151,5.988020584732291,1.28464603424072,2.00444889068604,0.048969145864249546
354,42,43,Nicaragua,6.07100009918213,0.737299203872681,,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,Latin America and Caribbean,2017,6.186583600342269,5.955416598021982,1.28721570968628,2.51393055915833,0.05897117406130047
355,43,44,Ecuador,6.00799989700317,1.00082039833069,,0.685636222362518,0.4551981985569,0.15011246502399406,0.140134647488594,Latin America and Caribbean,2017,6.1058476753532895,5.910152118653059,1.28616881370544,2.29035258293152,0.04992233589291392
356,44,45,El Salvador,6.0029997825622585,0.909784495830536,,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,Latin America and Caribbean,2017,6.108635122329,5.89736444279552,1.1821250915527302,2.7145938873291,0.05389558151364263
357,45,46,Poland,5.97300004959106,1.29178786277771,,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,Central and Eastern Europe,2017,6.05390834122896,5.892091757953169,1.44571197032928,1.7977228164672898,0.04127974063157689
358,46,47,Uzbekistan,5.97100019454956,0.786441087722778,,0.498272627592087,0.6582486629486078,0.415983647108078,0.246528223156929,Central and Eastern Europe,2017,6.06553757295012,5.876462816149,1.54896914958954,1.81691360473633,0.04823335632681615
359,47,48,Italy,5.96400022506714,1.39506661891937,,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,Western Europe,2017,6.04273690596223,5.88526354417205,1.44492328166962,1.81331205368042,0.04017177596688255
360,48,49,Russia,5.962999820709231,1.28177809715271,,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,Central and Eastern Europe,2017,6.03027490749955,5.89572473391891,1.46928238868713,2.20560741424561,0.03432402387261282
361,49,50,Belize,5.955999851226809,0.907975316047668,,0.450191766023636,0.5475093722343439,0.24001564085483604,0.0965810716152191,,2017,6.19724231779575,5.71475738465786,1.08141779899597,2.63195562362671,0.12308289110660685
362,50,51,Japan,5.92000007629395,1.41691517829895,,0.9134758710861208,0.505625545978546,0.12057276815176,0.163760736584663,Eastern Asia,2017,5.99071944460273,5.8492807079851605,1.43633782863617,1.36322355270386,0.036081310361627164
363,51,52,Lithuania,5.90199995040894,1.3145823478698702,,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,Central and Eastern Europe,2017,5.982669641375541,5.82133025944233,1.47351610660553,2.22844052314758,0.04115800559520897
364,52,53,Algeria,5.8720002174377415,1.09186446666718,,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,Middle East and Northern Africa,2017,5.978286433666941,5.76571400120854,1.1462174654007,2.5676038265228303,0.0542276613414289
365,53,54,Latvia,5.849999904632571,1.26074862480164,,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,Central and Eastern Europe,2017,5.9202635382115805,5.77973627105355,1.40471494197845,1.9936552047729497,0.03584879264235765
366,54,55,South Korea,5.837999820709231,1.40167844295502,,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,Eastern Asia,2017,5.9225590282678615,5.7534406131506,1.1282744407653795,1.8803780078887904,0.043142452836036335
367,55,56,Moldova,5.837999820709231,0.7288706302642819,,0.5894652009010309,0.240729048848152,0.20877912640571605,0.0100912861526012,Central and Eastern Europe,2017,5.90837083846331,5.7676288029551515,1.25182557106018,2.80780839920044,0.035903580486775825
368,56,57,Romania,5.824999809265139,1.21768391132355,,0.6851583123207089,0.457003742456436,0.133519917726517,0.004387900698930029,Central and Eastern Europe,2017,5.91969415679574,5.73030546173453,1.15009129047394,2.17683148384094,0.048313442617657784
369,57,58,Bolivia,5.82299995422363,0.833756566047668,,0.4736302495002751,0.5587329268455511,0.22556072473526,0.0604777261614799,Latin America and Caribbean,2017,5.9039769025147,5.7420230059325705,1.22761905193329,2.44327902793884,0.0413147695362549
370,58,59,Turkmenistan,5.82200002670288,1.1307767629623402,,0.437726080417633,0.41827192902565,0.24992498755455,0.2592703402042389,Central and Eastern Europe,2017,5.885180875509981,5.758819177895781,1.49314916133881,1.83290982246399,0.032235126942397586
371,59,60,Kazakhstan,5.8189997673034695,1.2845562696456898,,0.6060415506362921,0.43745428323745705,0.20196442306041695,0.11928288638591802,Central and Eastern Europe,2017,5.90364177465439,5.73435775995255,1.38436901569366,1.78489255905151,0.04318469762802017
372,60,61,North Cyprus,5.80999994277954,1.3469113111496,,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,Western Europe,2017,5.89736646488309,5.722633420675992,1.18630337715149,1.54915761947632,0.044574756175280165
373,61,62,Slovenia,5.75799989700317,1.3412059545517,,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,Central and Eastern Europe,2017,5.84222516000271,5.673774634003639,1.4525188207626298,1.31331729888916,0.04297207295894463
374,62,63,Peru,5.71500015258789,1.03522527217865,,0.6301661133766171,0.4500028789043429,0.126819714903831,0.0470490865409374,Latin America and Caribbean,2017,5.81194677859545,5.61805352658033,1.21877038478851,2.20726943016052,0.0494625642895712
375,63,64,Mauritius,5.62900018692017,1.18939554691315,,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,Sub-Saharan Africa,2017,5.72986219167709,5.5281381821632385,1.20956099033356,1.6975839138031,0.051460206508637855
376,64,65,Cyprus,5.62099981307983,1.35593807697296,,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,Western Europe,2017,5.7146926993131615,5.527306926846499,1.13136327266693,1.62124919891357,0.04780249297618931
377,65,66,Estonia,5.61100006103516,1.3208793401718102,,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881306,Central and Eastern Europe,2017,5.68813987419009,5.533860247880219,1.47667109966278,1.35750865936279,0.0393570475280309
378,66,67,Belarus,5.5689997673034695,1.15655755996704,,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,Central and Eastern Europe,2017,5.64611424401402,5.49188529059291,1.4449452161788898,1.72323298454285,0.03934412077069379
379,67,68,Libya,5.525000095367429,1.10180306434631,,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,Middle East and Northern Africa,2017,5.67695380687714,5.373046383857732,1.35756433010101,1.8350112438201895,0.0775274038314786
380,68,69,Turkey,5.5,1.1982743740081798,,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,Middle East and Northern Africa,2017,5.59486496329308,5.40513503670692,1.33775317668915,1.87927794456482,0.04840049147606136
381,69,70,Paraguay,5.493000030517581,0.932537317276001,,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,Latin America and Caribbean,2017,5.57738126963377,5.4086187914013895,1.50728487968445,1.6853334903717,0.0430516526103017
382,70,71,"Hong Kong S.A.R., China",5.47200012207031,1.55167484283447,,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,,2017,5.54959417313337,5.394406071007251,1.26279091835022,0.554633140563965,0.039588801562785235
